occupational_code,education,importance
35-9011,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
35-9011,Master's Degree,0.0
35-9011,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
35-9011,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
35-9011,Doctoral Degree,0.0
35-9011,Post-Doctoral Training,0.0
35-9021,Less than a High School Diploma,29.91
35-9021,"High School Diploma - or the equivalent (for example, GED)",69.87
35-9021,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",0.0
35-9021,Some College Courses,0.22
35-9021,Associate's Degree (or other 2-year degree),0.0
35-9021,Bachelor's Degree,0.0
35-9021,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
35-9021,Master's Degree,0.0
35-9021,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
35-9021,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
35-9021,Doctoral Degree,0.0
35-9021,Post-Doctoral Training,0.0
35-9031,Less than a High School Diploma,31.86
35-9031,"High School Diploma - or the equivalent (for example, GED)",62.0
35-9031,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",0.22
35-9031,Some College Courses,0.22
35-9031,Associate's Degree (or other 2-year degree),0.0
35-9031,Bachelor's Degree,5.69
35-9031,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
35-9031,Master's Degree,0.0
35-9031,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
35-9031,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
35-9031,Doctoral Degree,0.0
35-9031,Post-Doctoral Training,0.0
35-9099,,
37-1011,Less than a High School Diploma,3.07
37-1011,"High School Diploma - or the equivalent (for example, GED)",43.26
37-1011,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",7.78
37-1011,Some College Courses,19.19
37-1011,Associate's Degree (or other 2-year degree),14.45
37-1011,Bachelor's Degree,12.25
37-1011,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
37-1011,Master's Degree,0.0
37-1011,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
37-1011,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
37-1011,Doctoral Degree,0.0
37-1011,Post-Doctoral Training,0.0
37-1012,Less than a High School Diploma,4.22
37-1012,"High School Diploma - or the equivalent (for example, GED)",19.95
37-1012,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",13.23
